id,sentence,type
bbc_194,it is also not a very good way of delivering aid,pro-israeli
bbc_194,the raf flight was carrying about 10 tonnes of aid,pro-israeli
bbc_194,that is less than a single truck can carry across a border on the ground,pro-palestinian
bbc_194,this is a sustained effort she said,pro-israeli
bbc_194,weve been here for three weeks now and we are continually delivering aid,pro-israeli
bbc_194,the people of gaza are very grateful for the efforts that we are going to,pro-palestinian
bbc_194,and we will keep delivering and delivering until we cant give them any more,pro-palestinian
bbc_194,they say the airdrops are a symbol of the failure to get aid in by other means a distraction from that effort,pro-israeli
bbc_194,they argue correctly that the airdrops will simply not meet the need on the ground,pro-palestinian
bbc_194,there is no way of organising the distribution on the ground,pro-palestinian
bbc_194,some gazans have been crushed stampeding for the pallets,pro-palestinian
bbc_195,one minute ago 10 tonnes of food and water was there the next it was floating gently by parachute in the southwesterly breeze touching down on the northern shores of gaza,pro-palestinian
bbc_195,yet the delivery of aid by air is anything but simple,pro-israeli
bbc_195,and it is far from uncontroversial,pro-palestinian
bbc_195,this was the largest coalition airdrop of the war 14 aircraft from nine nations delivering aid,pro-israeli
bbc_195,at a military airbase to the east of amman the capital of jordan we watched as aircrew from the uk the us the netherlands germany egypt indonesia uae and france were briefed by their jordanian counterparts,pro-palestinian
bbc_195,they need to know who is doing what and where the airspace over gaza is small,pro-palestinian
bbc_195,if the idf says no then the planes do not take off,pro-israeli
bbc_195,the aid is stacked in vast open hangars piles of flour sugar rice beans pulses oil and water,pro-israeli
bbc_195,everything is carefully weighed  each bundle cannot be too light or too heavy,pro-palestinian
bbc_195,the raf normally drops aid as low as 400ft but the israelis have stipulated they must do so no lower than 2000ft,pro-israeli
bbc_195,it is also not a very good way of delivering aid,pro-israeli
bbc_195,the raf flight was carrying about 10 tonnes of aid,pro-israeli
bbc_195,that is less than a single truck can carry across a border on the ground,pro-palestinian
bbc_195,this is a sustained effort she said,pro-israeli
bbc_195,weve been here for three weeks now and we are continually delivering aid,pro-israeli
bbc_195,the people of gaza are very grateful for the efforts that we are going to,pro-palestinian
bbc_195,and we will keep delivering and delivering until we cant give them any more,pro-palestinian
bbc_195,they say the airdrops are a symbol of the failure to get aid in by other means a distraction from that effort,pro-israeli
bbc_195,they argue correctly that the airdrops will simply not meet the need on the ground,pro-palestinian
bbc_195,there is no way of organising the distribution on the ground,pro-palestinian
bbc_195,some gazans have been crushed stampeding for the pallets,pro-palestinian
bbc_196,perhaps the biggest sign is the biden administration sending william burns the head of the cia for the latest round of talks in cairo,pro-palestinian
bbc_196,earlier this week the israeli defence minister yoav gallant suggested that now was the right time for a truce,pro-israeli
bbc_196,in israel mr netanyahus room for manoeuvre is limited by pressure from different parts of society and politics,pro-israeli
bbc_196,while most of the israeli public remain supportive of the war there are growing calls for him to agree to a deal for the release of the hostages,pro-israeli
bbc_196,calls for mr netanyahu to resign are on the rise too,pro-israeli
bbc_196,but virtually everyone outside israel is against an offensive in the city where about 1,pro-israeli
bbc_196,theres a revolt going on right now in the government and within mr netanyahus party likud against netanyahu making any kind of deal that they dont think should be made mr baskin said,pro-israeli
bbc_196,netanyahu is not a free actor,pro-israeli
bbc_196,hes a hostage himself within his own government,pro-israeli
bbc_196,the israeli position remains intransigent the group said in a statement,pro-israeli
bbc_196,thats not clear mr baskin said,pro-israeli
bbc_196,but when they are they will find the middle ground,pro-palestinian
bbc_197,the 20yearold has received several messages directly to her instagram account reported celebrity website walla celebs,pro-palestinian
bbc_197,the jerusalem post said the singer would arrive in malmo sweden with three times the usual number of security guards,pro-israeli
bbc_197,in a statement the european broadcasting union which organises eurovision acknowledged the depth of feeling and the strong opinions that this years eurovision song contest  set against the backdrop of a terrible war in the middle east  has provoked,pro-palestinian
bbc_197,while we strongly support freedom of speech and the right to express opinions in a democratic society we firmly oppose any form of online abuse hate speech or harassment directed at our artists or any individuals associated with the contest the statement continued,pro-israeli
bbc_197,israels public broadcaster kan is a member of the ebu giving it the right to participate in the contest,pro-israeli
bbc_197,we firmly believe in the unifying power of music enabling people to transcend differences and foster meaningful conversations and connections the artists wrote,pro-palestinian
